weight logl omega_b H0 logA omega_cdm n_s z_reio A_planck A_act P_act Tcal Ecal m_ncdm
0.000000000000000000e+00 -2.358027157458994043e+04 2.246891382627461825e-02 6.473223476729842218e+01 3.202346542491114167e+00 1.098538441909163443e-01 1.002984468815576236e+00 8.372998147126189394e+00 9.890758474572437509e-01 1.002152398186135329e+00 9.902794984475024043e-01 1.008389828226122775e+00 1.033108556045745141e+00 9.416564807652309799e-02
0.000000000000000000e+00 -2.347738158270200802e+04 2.146275295737087516e-02 7.677108224885449772e+01 3.064464933358391097e+00 1.210350038776192988e-01 9.999201953323481051e-01 9.248481220685459192e+00 9.985519870510817242e-01 9.884021271180646329e-01 1.018345754236650968e+00 9.869682010928473304e-01 1.006388125333975925e+00 4.949204221925934677e-01
0.000000000000000000e+00 -2.340478699900056745e+04 2.087302391504126942e-02 7.242046055755032796e+01 2.996139872148693595e+00 1.364735545565879671e-01 9.701248353092101206e-01 6.785421272139054771e+00 1.003345865863989772e+00 9.879054577834578410e-01 9.143888307221320622e-01 9.856480265712134203e-01 9.829191610262952850e-01 1.903741146067940149e-01
0.000000000000000000e+00 -2.296398637225000857e+04 2.270475206115752861e-02 7.552564969160161468e+01 3.232288048003808978e+00 1.221848408177876599e-01 1.027352111454786110e+00 1.047639182240927447e+01 1.007339604538558975e+00 1.006084085230081859e+00 9.861005456182168061e-01 1.020321894727139744e+00 1.026735479798637440e+00 3.733173296716968959e-01
0.000000000000000000e+00 -2.279970891320984083e+04 2.058339888824027922e-02 7.652512961714680273e+01 2.953230899446336100e+00 1.187791694535888232e-01 9.820440994091272913e-01 5.608095949207590358e+00 9.931079785052675524e-01 1.001960151218544315e+00 1.026234152017165169e+00 9.835006351036564842e-01 9.747222134033337593e-01 5.095924931380919620e-01
0.000000000000000000e+00 -2.275903668408906742e+04 2.344119776770871647e-02 7.448478217786964706e+01 3.184055519258055078e+00 1.350047621981873003e-01 9.369175068147308494e-01 1.173756757244098736e+01 9.986186729051063082e-01 9.903816113793062481e-01 9.799515997083287910e-01 9.852842565107750028e-01 9.709261426033639619e-01 3.831893305313954223e-01
0.000000000000000000e+00 -2.270316273951218318e+04 2.249842401817832641e-02 7.621174585232161292e+01 2.926597207864972017e+00 1.293954027574545362e-01 9.554399207942662064e-01 9.684299396564771456e+00 1.003231796936790321e+00 9.956885164742745875e-01 1.093346785097035312e+00 9.786429949088109037e-01 1.005309993692021342e+00 2.181825803341215161e-02
0.000000000000000000e+00 -2.243623513578256097e+04 2.388090949432733479e-02 7.570829623325846569e+01 3.129403232266863455e+00 1.281326401917554092e-01 9.923881219026071676e-01 5.249765597107860948e+00 9.916758535739327307e-01 9.903537159155515468e-01 9.235315934784616987e-01 1.001597425269270536e+00 9.854194279004659940e-01 8.800068404396489685e-02
0.000000000000000000e+00 -2.242938897199016355e+04 2.262390387106319803e-02 7.374294688169297274e+01 3.091131174940409121e+00 1.305050858106568124e-01 1.006101359565524378e+00 6.841621844014892595e+00 9.933945121598489747e-01 9.974721490876178320e-01 9.867378080125712714e-01 1.015691535290213610e+00 1.026894783545752921e+00 4.502649300846647273e-01
0.000000000000000000e+00 -2.239573923370080956e+04 2.368198505619122096e-02 7.212753216462171224e+01 2.907680631478187561e+00 1.354903626684057505e-01 9.759337304393753687e-01 5.454269126474827090e+00 1.009883521812519502e+00 9.914269553479749808e-01 1.015284778440151747e+00 9.853818575160164794e-01 1.002554573547942862e+00 5.697988030496220491e-01
0.000000000000000000e+00 -2.237876901977209491e+04 2.001981857595151043e-02 6.658472611983656009e+01 2.941639673993280191e+00 1.379401329197076920e-01 9.840064064492985985e-01 1.186137375445434117e+01 1.011351381042863595e+00 9.968362660191576463e-01 1.085509012655988537e+00 1.001456388877704162e+00 9.978271072302249411e-01 4.800043501988787709e-01
